sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;servicio;comidas rapidas;campo valdes no. 1;3;8.0;22/09/2016;3000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;23/07/2018;4000000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;27/06/2017;3000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;9/03/2018;6000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;21/11/2017;4000000;agropecuaria
femenino;comercio;miscelanea;villatina;3;3.0;28/09/2017;7370000;agropecuaria
femenino;comercio;fabrica de calzado;florencia;3;6.0;1/04/2019;6800000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;26/05/2016;6890000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;2/08/2018;6000000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;24/10/2016;6890000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;22/02/2018;5000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;2/03/2018;7000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;20/09/2018;6000000;agropecuaria
masculino;comercio;peluqueria;manrique oriental;3;5.0;12/05/2017;6890000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;30/05/2018;6000000;agropecuaria
femenino;industria;taller de electronica;la sierra;2;80.0;9/06/2016;6400000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;22/01/2019;7300000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;26/09/2017;5000000;agropecuaria
femenino;industria;taller de electronica;la sierra;2;80.0;28/06/2016;6400000;agropecuaria
femenino;industria;fabrica de alimentos;picacho;3;6.0;14/12/2016;6800000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;18/05/2018;5000000;agropecuaria
masculino;servicio;tienda;san javier no.1;1;7.0;16/02/2018;7000000;agropecuaria
femenino;industria;variedades naturista;la avanzada;2;80.0;4/02/2016;1300000;agropecuaria
masculino;servicio;comidas rapidas;santo domingo savio;3;8.0;23/11/2017;3000000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;20/02/2018;5000000;agropecuaria
femenino;industria;gimnasio;el salado;2;15.0;11/03/2019;28267000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;9/02/2017;6890000;agropecuaria
femenino;comercio;mantenimiento en;andalucia;3;2.0;20/04/2017;7377000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;5/06/2017;6890000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;29/05/2018;7000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;9/07/2018;7000000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;26/09/2016;7300000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;9/05/2018;7000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;10/05/2018;6000000;agropecuaria
femenino;industria;fabrica de arepas;san antonio;2;12.0;29/11/2018;17000000;agropecuaria
femenino;industria;cafeteria;llanaditas;2;16.0;10/05/2016;4500000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;13/11/2018;6890000;agropecuaria
femenino;comercio;barberia;20 de julio;3;3.0;18/03/2019;7370000;agropecuaria
femenino;comercio;miscelanea;playon de los;3;3.0;5/06/2019;7370000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;29/04/2019;7300000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;8/03/2018;4000000;agropecuaria
femenino;comercio;barberia;villatina;3;3.0;14/10/2016;7370000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;22/03/2017;5000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;18/01/2019;6000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;12/07/2018;6000000;agropecuaria
femenino;industria;carpinteria;13 de noviembre;2;9.0;16/08/2016;8281000;agropecuaria
masculino;servicio;variedades;manrique central no. 2;1;13.0;13/10/2017;4000000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;11/04/2018;5000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;3/10/2018;7800000;agropecuaria
femenino;industria;lavanderia;palermo;2;12.0;29/11/2018;17000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;20/03/2018;6000000;agropecuaria
femenino;agropecuaria;alquiler de peliculas;betania;2;14.0;2018/04/27;4136729;credioportuno
masculino;comercio;peluqueria;manrique oriental;3;5.0;1/08/2017;6890000;agropecuaria
femenino;industria;criadero de animales;villa niza;2;60.0;19/09/2016;8000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;7/05/2018;7000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;25/10/2018;7800000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;13/09/2016;7300000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;28/02/2018;6000000;agropecuaria
femenino;industria;lavanderia;san german;2;12.0;28/01/2019;7600000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;21/03/2017;6000000;agropecuaria
femenino;comercio;mantenimiento en;andalucia;3;2.0;20/04/2017;7377000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;12/07/2018;6000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;13/02/2018;7800000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;16/02/2018;7000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;29/11/2017;4000000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;1/11/2018;3000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;7.0;16/07/2018;7000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;23/02/2017;7000000;agropecuaria
femenino;industria;taller de electronica;la loma;2;80.0;28/06/2016;6400000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;19/04/2017;5000000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;20/11/2018;3000000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;4/10/2016;2000000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;20/06/2018;5000000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;29/08/2017;7300000;agropecuaria
femenino;industria;granero;palmitas;2;9.0;19/03/2019;1200000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;14/03/2017;7300000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;5/09/2017;5000000;agropecuaria
femenino;comercio;fabrica de calzado;granizal;3;6.0;23/01/2018;7370000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;16/03/2018;4000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;24/09/2018;7800000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;20/06/2018;5000000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;27/07/2016;7300000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;24/09/2018;7800000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;27/11/2017;3000000;agropecuaria
femenino;industria;cafe e internet;carpinelo;2;16.0;7/06/2016;3500000;agropecuaria
femenino;comercio;barberia;20 de julio;3;3.0;8/09/2017;2000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;5/06/2018;7800000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/09/2018;7800000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;13/07/2018;6000000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;3/05/2019;7300000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;30/05/2018;6000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;8/05/2018;6000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;16/05/2018;6000000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;30/07/2018;2000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/09/2018;7800000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;30/06/2017;5000000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;25/08/2016;7300000;agropecuaria
femenino;industria;cafe e internet;carpinelo;2;6.0;23/08/2017;3500000;agropecuaria
femenino;industria;fabrica de arepas;la colina;2;12.0;2017/05/31;4800000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;30/04/2018;5000000;agropecuaria
femenino;comercio;mantenimiento en;guayabal;3;2.0;1/02/2017;7377000;agropecuaria
femenino;comercio;restaurante;villa hermosa;3;2.0;13/02/2017;7377000;agropecuaria
masculino;servicio;comidas rapidas;manrique central no. 2;1;13.0;5/03/2018;4000000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;8/03/2018;4000000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;24/07/2018;7300000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;28/06/2017;4000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;27/03/2017;6000000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;29/08/2017;7300000;agropecuaria
femenino;industria;fabrica de repuestos;las violetas;2;15.0;2018/02/20;6600000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;3/04/2018;7000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;22/06/2018;7800000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;22/03/2018;7000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;12/04/2018;7000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;7/12/2016;7800000;agropecuaria
femenino;industria;marroquineria;juan pablo ii;2;15.0;18/01/2018;2700000;agropecuaria
femenino;comercio;miscelanea;playon de los;3;3.0;28/04/2017;7370000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;13/09/2016;7300000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;22/09/2017;7000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;28/02/2018;6000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;8/03/2017;6890000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;19/07/2017;5000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/09/2018;7800000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;29/08/2018;7800000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;27/10/2017;2000000;agropecuaria
femenino;industria;legumbreria;trinidad;2;16.0;17/10/2017;2500000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/03/2018;7800000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;21/04/2016;6890000;agropecuaria
femenino;industria;taller de electronica;la libertad;2;80.0;16/02/2016;20000000;agropecuaria
femenino;industria;fabrica de helados;lopez de mesa;2;9.0;28/03/2016;5500000;agropecuaria
femenino;agropecuaria;lavadero de;maria cano;2;15.0;2016/11/8;737717;empresarial ed.
femenino;comercio;mantenimiento en;guayabal;3;2.0;13/04/2018;7377000;agropecuaria
femenino;industria;taller de electronica;la libertad;2;80.0;15/03/2016;20000000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;12/03/2018;6000000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;16/12/2016;7300000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;20/09/2018;6000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;23/03/2017;6890000;agropecuaria
femenino;industria;variedades naturista;el chagualo;2;12.0;29/06/2016;4100000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;13/07/2018;6000000;agropecuaria
femenino;comercio;miscelanea;granizal;3;6.0;2/05/2017;7370000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;9/11/2017;4000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;28/05/2018;6000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;1/06/2018;6000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;19/01/2017;6890000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;5/09/2017;5000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;25/05/2018;7800000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;18/04/2018;3000000;agropecuaria
masculino;servicio;variedades;cabecera san cristobal;1;1.0;22/02/2018;5000000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;19/11/2016;6890000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;30/03/2017;3000000;agropecuaria
femenino;industria;fabrica de muebles;bombona no. 1;2;12.0;29/03/2019;3300000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;3/10/2018;7800000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;3/07/2018;6000000;agropecuaria
masculino;servicio;comidas rapidas;manrique central no. 2;1;13.0;25/04/2017;4000000;agropecuaria
masculino;comercio;almacen de ropa en;barrio caicedo;3;8.0;19/01/2017;6890000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;12/04/2016;7300000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;14/09/2018;7800000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;9/07/2018;7000000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;16/01/2018;3000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;26/07/2017;7000000;agropecuaria
femenino;industria;ferreteria;kennedy;2;60.0;10/06/2016;7500000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;19/11/2016;6890000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;12/12/2017;5000000;agropecuaria
femenino;industria;taller de electronica;la sierra;2;80.0;9/06/2016;6400000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;3/04/2018;7000000;agropecuaria
femenino;agropecuaria;marqueteria;naranjal;2;90.0;21/07/2016;44000000;empresarial ed.
femenino;agropecuaria;floristeria;las esmeraldas;2;90.0;2017/08/23;76000000;microempresarial
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;14/06/2017;6890000;agropecuaria
femenino;comercio;restaurante;el salvador;3;2.0;27/02/2017;7377000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;3/05/2017;6000000;agropecuaria
femenino;industria;carniceria;los mangos;2;12.0;12/10/2018;600000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;16/02/2018;7000000;agropecuaria
femenino;comercio;mantenimiento en;andalucia;3;2.0;3/10/2017;7377000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;26/04/2017;4000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;10/07/2018;7800000;agropecuaria
femenino;comercio;distribuidora de;andalucia;3;3.0;26/05/2017;7377000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;12/09/2017;7300000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;4/07/2017;5000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;24/10/2018;7800000;agropecuaria
masculino;servicio;comidas rapidas;manrique central no. 2;1;13.0;6/11/2018;4000000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;29/05/2019;7300000;agropecuaria
femenino;comercio;miscelanea;playon de los;3;3.0;16/11/2018;7370000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;6/06/2017;7800000;agropecuaria
femenino;industria;bares;tricentenario;2;80.0;24/05/2016;30000000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;4/05/2017;7300000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;7/11/2017;7800000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;18/04/2018;3000000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;18/04/2018;3000000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;29/01/2018;3000000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;13/09/2016;7300000;agropecuaria
femenino;industria;ferreteria;kennedy;2;60.0;19/07/2016;7500000;agropecuaria
masculino;servicio;comidas rapidas;santo domingo savio;3;8.0;10/11/2016;3000000;agropecuaria
femenino;comercio;papeleria;la floresta;3;3.0;17/11/2016;2000000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;6/06/2018;5000000;agropecuaria
femenino;comercio;restaurante;el salvador;3;2.0;27/02/2017;7377000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;6/02/2018;7800000;agropecuaria
masculino;comercio;peluqueria;manrique oriental;3;5.0;5/07/2017;6890000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;30/01/2018;7000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;24/07/2017;7000000;agropecuaria
femenino;comercio;restaurante;villa hermosa;3;2.0;31/07/2018;7377000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;29/09/2017;3000000;agropecuaria
femenino;industria;productos de belleza;san pablo;2;16.0;7/06/2017;1500000;agropecuaria
femenino;industria;panaderia;santa elena central;3;6.0;30/11/2016;1000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;25/10/2018;7800000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;29/08/2017;7300000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;16/11/2016;3000000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;31/08/2017;7300000;agropecuaria
femenino;comercio;restaurante;el salvador;3;2.0;9/11/2016;7377000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;3/07/2018;6000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;5/07/2018;7800000;agropecuaria
masculino;servicio;comidas rapidas;santo domingo savio;1;13.0;5/04/2018;3000000;agropecuaria
masculino;servicio;almacen de ropa en;campo valdes no. 1;3;8.0;21/04/2016;6890000;agropecuaria
masculino;servicio;comidas rapidas;cabecera san antonio;3;8.0;7/04/2016;3000000;agropecuaria
femenino;agropecuaria;alquiler de peliculas;la hondonada;2;14.0;13/05/2016;9000000;credioportuno
masculino;servicio;variedades;castilla;1;1.0;20/06/2018;5000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;18/04/2017;6000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;31/10/2018;7000000;agropecuaria
femenino;comercio;barberia;la floresta;3;3.0;18/04/2016;2000000;agropecuaria
femenino;industria;criadero de animales;villa del socorro;2;16.0;8/03/2016;8000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;19/01/2018;4000000;agropecuaria
femenino;comercio;miscelanea;playon de los;3;3.0;16/11/2018;7370000;agropecuaria
femenino;comercio;mantenimiento en;guayabal;3;2.0;9/08/2018;7377000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;20/09/2017;5000000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;18/05/2018;5000000;agropecuaria
femenino;industria;legumbreria;las palmas;2;16.0;10/08/2017;2500000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;7.0;5/02/2018;7000000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;9/02/2017;6890000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;13/02/2018;7800000;agropecuaria
femenino;industria;panaderia;calasanz;3;6.0;9/08/2016;1000000;agropecuaria
femenino;industria;legumbreria;trinidad;2;16.0;17/10/2017;2500000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;26/10/2018;7800000;agropecuaria
femenino;industria;fotografia;la candelaria;2;9.0;1/06/2016;4400000;agropecuaria
femenino;industria;charcuteria;francisco antonio zea;2;60.0;10/02/2017;8200000;agropecuaria
femenino;agropecuaria;marqueteria;metropolitano;2;90.0;2016/09/26;788000;empresarial ed.
masculino;servicio;comidas rapidas;santo domingo savio;1;13.0;19/08/2016;4000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;24/01/2018;7800000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;11/07/2017;7300000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;4/07/2017;5000000;agropecuaria
femenino;comercio;mantenimiento en;andalucia;3;2.0;3/10/2017;7377000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;6/10/2017;4000000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;20/10/2017;7300000;agropecuaria
femenino;industria;fabrica de alimentos;calasanz;3;6.0;11/04/2016;1000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;18/04/2017;6000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;6/03/2018;7800000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;29/10/2018;7000000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;30/04/2018;5000000;agropecuaria
femenino;industria;panaderia;calasanz;3;6.0;9/08/2016;1000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;29/11/2017;4000000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;17/02/2017;6890000;agropecuaria
femenino;comercio;papeleria;la floresta;3;3.0;17/11/2016;2000000;agropecuaria
femenino;industria;criadero de animales;villa del socorro;2;60.0;16/08/2017;8000000;agropecuaria
femenino;industria;variedades de helados;pablo vi;2;60.0;11/08/2016;6500000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;21/02/2018;7800000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;28/11/2016;7300000;agropecuaria
masculino;servicio;comidas rapidas;santo domingo savio;1;13.0;24/05/2018;3000000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;10/09/2018;6000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;8/06/2018;7000000;agropecuaria
femenino;industria;cafe e internet;carpinelo;2;6.0;2/11/2018;3500000;agropecuaria
femenino;industria;carpinteria;toscana;2;9.0;27/06/2019;5500000;agropecuaria
masculino;comercio;almacen de ropa en;manrique oriental;3;5.0;9/02/2017;6890000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;2/11/2017;6000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;6/04/2018;4000000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;17/05/2018;7000000;agropecuaria
femenino;industria;ferreteria;kennedy;2;60.0;19/07/2016;7500000;agropecuaria
femenino;industria;ebanistaria;cristo rey;2;12.0;4/04/2019;4100000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;31/10/2017;6000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;7.0;6/07/2018;7000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;24/10/2018;7800000;agropecuaria
femenino;industria;cafeteria;llanaditas;2;16.0;31/01/2019;4500000;agropecuaria
femenino;comercio;papeleria;aranjuezcito;3;3.0;24/11/2017;2000000;agropecuaria
masculino;servicio;comidas rapidas;santo domingo savio;3;13.0;13/03/2019;3000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;21/06/2018;6000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;26/10/2017;6000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;17/07/2017;6000000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;23/01/2017;6890000;agropecuaria
masculino;comercio;peluqueria;manrique oriental;3;5.0;15/05/2018;6890000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;23/11/2016;4000000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;24/09/2018;7800000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;9/07/2018;7000000;agropecuaria
femenino;industria;legumbreria;las palmas;2;16.0;3/10/2016;2500000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;7.0;16/07/2018;7000000;agropecuaria
masculino;servicio;fabrica de;manrique central no. 1;1;4.0;29/08/2018;7800000;agropecuaria
masculino;servicio;variedades;enciso;1;1.0;24/04/2018;5000000;agropecuaria
femenino;comercio;restaurante;el salvador;3;2.0;9/06/2017;7377000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;25/05/2018;7800000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;2/05/2018;7000000;agropecuaria
femenino;industria;sembrados;prado;2;9.0;6/06/2019;8281000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;26/10/2018;7800000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;15/11/2018;4000000;agropecuaria
masculino;servicio;tienda;belen;1;7.0;19/04/2018;7000000;agropecuaria
masculino;comercio;peluqueria;manrique oriental;3;5.0;15/05/2018;6890000;agropecuaria
masculino;servicio;variedades;castilla;1;1.0;20/06/2018;5000000;agropecuaria
masculino;servicio;tienda;aranjuez;1;10.0;21/06/2018;6000000;agropecuaria
femenino;comercio;restaurante;el salvador;3;2.0;21/09/2017;7377000;agropecuaria
masculino;comercio;peluqueria;doce de octubre no.1;3;5.0;12/09/2017;7300000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;19/09/2017;5000000;agropecuaria
femenino;industria;marroquineria;el pesebre;2;15.0;4/09/2018;1700000;agropecuaria
masculino;servicio;fabrica de;robledo;1;4.0;23/05/2018;7800000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;18/11/2016;7300000;agropecuaria
femenino;agropecuaria;fabrica de ceramica;hector abad gomez;2;90.0;28/12/2017;6662000;microempresarial
femenino;comercio;mantenimiento en;guayabal;3;2.0;9/08/2018;7377000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;20/10/2017;7300000;agropecuaria
masculino;comercio;peluqueria;la milagrosa;3;5.0;1/11/2017;7300000;agropecuaria
femenino;comercio;distribuidora de;pedregal;3;3.0;25/01/2017;2000000;agropecuaria
masculino;servicio;comidas rapidas;santa cruz;1;13.0;13/02/2019;4000000;agropecuaria
masculino;servicio;variedades;enciso;1;13.0;9/11/2017;4000000;agropecuaria
femenino;industria;fabrica de alimentos;santander;3;6.0;29/02/2016;6800000;agropecuaria
masculino;servicio;fabrica de;san javier no.1;1;7.0;17/05/2018;7000000;agropecuaria
masculino;servicio;tienda;popular;1;10.0;11/10/2017;6000000;agropecuaria
femenino;comercio;barberia;20 de julio;3;3.0;24/04/2019;2000000;agropecuaria
masculino;servicio;comidas rapidas;santo domingo savio;1;13.0;14/08/2018;4000000;agropecuaria
femenino;comercio;papeleria;la floresta;3;3.0;16/06/2017;2000000;agropecuaria
femenino;comercio;distribuidora de;andalucia;3;3.0;12/09/2016;2000000;agropecuaria
masculino;servicio;tienda;buenos aires;1;7.0;3/07/2018;6000000;agropecuaria
femenino;agropecuaria;fabrica de juegos;suburbano santa elena;2;90.0;12/01/2018;7;microempresarial
masculino;comercio;peluqueria;moravia;3;2.0;13/08/2018;7300000;agropecuaria
masculino;comercio;peluqueria;moravia;3;2.0;31/08/2017;7300000;agropecuaria
femenino;comercio;barberia;villatina;3;3.0;12/10/2016;7370000;agropecuaria
masculino;servicio;tienda;buenos aires;1;10.0;1/06/2018;6000000;agropecuaria
